Draw Date,Regular Numbers,,,,,,
9th December 2011,3,11,18,19,23,27,44
2nd December 2011,23,29,33,34,39,44,48
25th November 2011,8,10,15,24,30,35,49
18th November 2011,8,17,27,28,39,44,49
11th November 2011,5,7,9,25,31,37,39
4th November 2011,5,8,13,15,27,28,37
28th October 2011,2,4,18,20,29,38,41
21st October 2011,6,23,27,30,34,38,45
14th October 2011,1,3,7,19,31,39,49
7th October 2011,12,13,24,25,26,41,43
30th September 2011,5,6,7,12,14,18,25
23rd September 2011,8,16,24,27,30,38,40
16th September 2011,12,18,22,24,28,43,49
9th September 2011,6,8,15,20,30,32,42
2nd September 2011,2,3,8,13,18,20,23
26th August 2011,6,11,12,14,35,43,44
19th August 2011,4,14,24,41,43,46,49
12th August 2011,4,15,21,30,33,35,47
5th August 2011,11,17,18,20,22,29,45
29th July 2011,1,2,3,17,24,35,36
22nd July 2011,4,13,23,28,32,40,42
15th July 2011,3,7,8,12,18,24,41
8th July 2011,17,22,28,38,41,43,45
1st July 2011,15,18,20,28,29,40,47
24th June 2011,2,9,10,15,29,44,48
17th June 2011,2,7,14,16,22,27,47
10th June 2011,8,11,12,25,28,30,33
3rd June 2011,8,21,28,32,33,34,48
27th May 2011,5,9,19,20,21,28,30
20th May 2011,7,12,14,18,30,45,47
13th May 2011,7,8,14,32,38,42,44
6th May 2011,6,19,24,25,26,35,36
29th April 2011,1,13,20,24,39,45,47
22nd April 2011,7,19,34,35,38,42,46
15th April 2011,3,12,14,15,25,32,49
8th April 2011,13,18,25,41,44,48,49
1st April 2011,5,6,11,12,24,26,34
25th March 2011,1,4,22,25,26,36,46
18th March 2011,2,5,10,21,25,35,49
11th March 2011,2,3,4,20,22,40,43
4th March 2011,3,18,27,29,32,33,35
25th February 2011,3,14,19,30,32,39,46
18th February 2011,3,7,12,16,20,42,48
11th February 2011,4,6,13,19,26,29,47
4th February 2011,1,3,13,18,19,39,48
28th January 2011,7,10,14,20,21,23,31
21st January 2011,2,18,19,29,42,47,49
14th January 2011,2,6,10,12,24,30,37
7th January 2011,2,10,13,15,23,28,49
31st December 2010,2,7,10,22,32,34,38
24th December 2010,8,23,25,26,33,41,43
17th December 2010,1,16,28,29,33,37,47
10th December 2010,7,9,12,20,28,38,44
3rd December 2010,1,10,13,26,43,46,49
26th November 2010,12,21,23,27,28,29,37
19th November 2010,4,13,25,29,36,40,48
12th November 2010,13,15,17,18,19,47,49
5th November 2010,7,10,24,30,35,36,39
29th October 2010,2,6,21,26,28,33,47
22nd October 2010,12,15,19,20,28,29,39
15th October 2010,3,14,17,25,30,33,39
8th October 2010,3,4,5,8,13,22,33
1st October 2010,10,12,13,25,28,29,41
24th September 2010,9,22,25,30,31,39,42
17th September 2010,2,5,6,43,46,47,48
10th September 2010,4,17,27,32,34,39,47
3rd September 2010,12,17,27,28,31,36,48
27th August 2010,3,14,26,27,29,32,34
20th August 2010,4,5,7,8,18,30,35
13th August 2010,19,25,27,29,30,36,46
6th August 2010,1,5,6,32,36,38,44
30th July 2010,5,7,11,40,41,47,48
23rd July 2010,17,19,26,29,34,35,38
16th July 2010,10,14,26,34,43,47,48
9th July 2010,9,10,19,24,28,30,31
2nd July 2010,9,19,25,26,29,30,44
25th June 2010,5,22,28,31,39,46,48
18th June 2010,5,6,26,29,34,36,43
11th June 2010,2,7,12,25,29,32,35
4th June 2010,3,18,27,30,33,40,45
28th May 2010,11,18,23,24,27,28,39
21st May 2010,14,16,30,35,36,45,49
14th May 2010,7,17,19,23,31,36,41
7th May 2010,3,6,10,14,19,25,33
30th April 2010,1,3,4,5,16,32,33
23rd April 2010,8,11,16,21,24,28,41
16th April 2010,6,7,17,20,32,44,49
9th April 2010,11,16,29,30,31,33,42
2nd April 2010,4,9,12,15,28,29,43
26th March 2010,3,11,12,16,34,36,37
19th March 2010,1,3,6,34,37,42,45
12th March 2010,17,18,19,21,32,40,49
5th March 2010,5,8,18,22,32,39,45
26th February 2010,2,27,30,32,35,36,38
19th February 2010,4,23,27,32,35,43,47
12th February 2010,9,12,17,23,34,42,47
5th February 2010,10,19,25,29,39,41,42
29th January 2010,16,17,22,24,40,41,47
22nd January 2010,17,26,30,32,34,39,41
15th January 2010,12,17,22,30,34,43,49
8th January 2010,8,17,21,23,24,28,39
1st January 2010,7,9,13,18,27,33,44
25th December 2009,8,9,12,13,29,30,31
18th December 2009,8,10,15,17,33,34,35
11th December 2009,1,4,5,7,22,29,48
4th December 2009,1,6,13,19,32,35,40
27th November 2009,11,15,24,26,37,38,43
20th November 2009,2,8,28,30,36,39,42
13th November 2009,8,18,27,28,38,41,48
6th November 2009,2,7,8,11,16,17,18
30th October 2009,6,9,10,14,17,18,19
23rd October 2009,4,7,10,12,23,25,36
16th October 2009,4,10,18,20,31,35,44
9th October 2009,5,15,25,38,42,46,47
2nd October 2009,8,27,28,29,31,32,35
25th September 2009,5,15,19,25,31,38,46
